Year ,Age ,PTL_active ,PTL_TTL_active ,PTL_annuitant ,PTL_TTL_annuitant ,PTL_GRAND_TTL 
X2034 , 55 , 17648183034.24 , 320427024346.896 , 929435430 , 1858870860 , 331137661206.896 
X2034 , 56 , 17648183034.24 , 338075207381.136 , 2065277949 , 4130555898 , 352916400139.136 
X2034 , 57 , 17648183034.24 , 355723390415.376 , 1994061468 , 3988122936 , 374552706109.376 
X2034 , 58 , 17648183034.24 , 373371573449.616 , 1922844987 , 3845689974 , 396046579117.616 
X2034 , 59 , 17648183034.24 , 391019756483.856 , 1851628506 , 3703257012 , 417398019163.856 
X2034 , 60 , 11651322612.96 , 402671079096.816 , 1780412025 , 3560824050 , 432610165826.816 
X2034 , 61 , 11651322612.96 , 414322401709.776 , 3179738280 , 6359476560 , 450620964999.776 
X2034 , 62 , 11651322612.96 , 425973724322.736 , 3047249185 , 6094498370 , 468366785982.736 
X2034 , 63 , 11651322612.96 , 437625046935.696 , 2914760090 , 5829520180 , 485847628775.696 
X2034 , 64 , 11651322612.96 , 449276369548.656 , 2782270995 , 5564541990 , 503063493378.656 
X2034 , 65 , 3856382345.952 , 453132751894.608 , 2649781900 , 5299563800 , 512219439524.608 
X2034 , 66 , 3856382345.952 , 456989134240.56 , 2450674644 , 4901349288 , 520977171158.56 
X2034 , 67 , 3856382345.952 , 460845516586.512 , 2321691768 , 4643383536 , 529476937040.512 
X2034 , 68 , 3856382345.952 , 464701898932.464 , 2192708892 , 4385417784 , 537718737170.464 
X2034 , 69 , 3856382345.952 , 468558281278.416 , 2063726016 , 4127452032 , 545702571548.416 
X2034 , 70 , 1438072564.32 , 469996353842.736 , 1934743140 , 3869486280 , 551010130392.736 
X2034 , 71 , 1438072564.32 , 471434426407.056 , 1211887236 , 2423774472 , 554871977429.056 
X2034 , 72 , 1438072564.32 , 472872498971.376 , 1125323862 , 2250647724 , 558560697717.376 
X2034 , 73 , 1438072564.32 , 474310571535.696 , 1038760488 , 2077520976 , 562076291257.696 
X2034 , 74 , 1438072564.32 , 475748644100.016 , 952197114 , 1904394228 , 565418758050.016 
X2034 , 75 , 1438072564.32 , 475748644100.016 , 865633740 , 1731267480 , 567150025530.016 
X2034 , 76 , 1438072564.32 , 475748644100.016 , 556109325 , 1112218650 , 568262244180.016 
X2034 , 77 , 1438072564.32 , 475748644100.016 , 494319400 , 988638800 , 569250882980.016 
X2034 , 78 , 1438072564.32 , 475748644100.016 , 432529475 , 865058950 , 570115941930.016 
X2034 , 79 , 1438072564.32 , 475748644100.016 , 370739550 , 741479100 , 570857421030.016 
X2034 , 80 , 1438072564.32 , 475748644100.016 , 308949625 , 617899250 , 571475320280.016 
X2034 , 81 , 1438072564.32 , 475748644100.016 , 174046412 , 348092824 , 571823413104.016 
X2034 , 82 , 1438072564.32 , 475748644100.016 , 130534809 , 261069618 , 572084482722.016 
X2034 , 83 , 1438072564.32 , 475748644100.016 , 87023206 , 174046412 , 572258529134.016 
X2034 , 84 , 1438072564.32 , 475748644100.016 , 43511603 , 87023206 , 572345552340.016 
X2034 , 85 , 1438072564.32 , 475748644100.016 , 43511603 , 87023206 , 572432575546.016 
X2034 , 86 , 1438072564.32 , 475748644100.016 , 22474289 , 44948578 , 572477524124.016 
X2034 , 87 , 1438072564.32 , 475748644100.016 , 22474289 , 44948578 , 572522472702.016 
X2034 , 88 , 1438072564.32 , 475748644100.016 , 22474289 , 44948578 , 572567421280.016 
X2034 , 89 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572584664980.016 
X2034 , 90 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572601908680.016 
X2034 , 91 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572619152380.016 
X2034 , 92 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572636396080.016 
X2034 , 93 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572653639780.016 
X2034 , 94 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572670883480.016 
X2034 , 95 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572688127180.016 
X2034 , 96 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572705370880.016 
X2034 , 97 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572722614580.016 
X2034 , 98 , 1438072564.32 , 475748644100.016 , 8621850 , 17243700 , 572739858280.016 
X2034 , 99 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 100 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 101 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 102 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 103 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 104 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 105 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 106 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 107 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 108 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 109 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 110 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 111 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 112 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 113 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 114 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 115 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 116 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 117 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 118 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 119 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 120 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 121 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 122 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 123 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 124 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2034 , 125 , 1438072564.32 , 475748644100.016 , 977143 , 1954286 , 572741812566.016 
X2035 , 1 , 0 , 0 , 0 , 0 , 0 
X2035 , 2 , 0 , 0 , 0 , 0 , 0 
X2035 , 3 , 0 , 0 , 0 , 0 , 0 
X2035 , 4 , 0 , 0 , 0 , 0 , 0 
X2035 , 5 , 0 , 0 , 0 , 0 , 0 
X2035 , 6 , 0 , 0 , 0 , 0 , 0 
X2035 , 7 , 0 , 0 , 0 , 0 , 0 
X2035 , 8 , 0 , 0 , 0 , 0 , 0 
X2035 , 9 , 0 , 0 , 0 , 0 , 0 
X2035 , 10 , 0 , 0 , 0 , 0 , 0 
X2035 , 11 , 0 , 0 , 0 , 0 , 0 
X2035 , 12 , 0 , 0 , 0 , 0 , 0 
X2035 , 13 , 0 , 0 , 0 , 0 , 0 
X2035 , 14 , 0 , 0 , 0 , 0 , 0 
X2035 , 15 , 0 , 0 , 0 , 0 , 0 
X2035 , 16 , 0 , 0 , 0 , 0 , 0 
X2035 , 17 , 0 , 0 , 0 , 0 , 0 
X2035 , 18 , 0 , 0 , 0 , 0 , 0 
X2035 , 19 , 0 , 0 , 0 , 0 , 0 
X2035 , 20 , 357568052.688 , 357568052.688 , 0 , 0 , 357568052.688 
X2035 , 21 , 357568052.688 , 715136105.376 , 0 , 0 , 715136105.376 
X2035 , 22 , 357568052.688 , 1072704158.064 , 0 , 0 , 1072704158.064 
X2035 , 23 , 357568052.688 , 1430272210.752 , 0 , 0 , 1430272210.752 
X2035 , 24 , 357568052.688 , 1787840263.44 , 0 , 0 , 1787840263.44 
X2035 , 25 , 1249985797.632 , 3037826061.072 , 0 , 0 , 3037826061.072 
X2035 , 26 , 1249985797.632 , 4287811858.704 , 0 , 0 , 4287811858.704 
X2035 , 27 , 1249985797.632 , 5537797656.336 , 0 , 0 , 5537797656.336 
X2035 , 28 , 1249985797.632 , 6787783453.968 , 0 , 0 , 6787783453.968 
X2035 , 29 , 1249985797.632 , 8037769251.6 , 0 , 0 , 8037769251.6 
X2035 , 30 , 3165528937.032 , 11203298188.632 , 0 , 0 , 11203298188.632 
X2035 , 31 , 3165528937.032 , 14368827125.664 , 0 , 0 , 14368827125.664 
X2035 , 32 , 3165528937.032 , 17534356062.696 , 0 , 0 , 17534356062.696 
X2035 , 33 , 3165528937.032 , 20699884999.728 , 0 , 0 , 20699884999.728 
X2035 , 34 , 3165528937.032 , 23865413936.76 , 0 , 0 , 23865413936.76 
X2035 , 35 , 6450748020.552 , 30316161957.312 , 0 , 0 , 30316161957.312 
X2035 , 36 , 6450748020.552 , 36766909977.864 , 0 , 0 , 36766909977.864 
X2035 , 37 , 6450748020.552 , 43217657998.416 , 0 , 0 , 43217657998.416 
X2035 , 38 , 6450748020.552 , 49668406018.968 , 0 , 0 , 49668406018.968 
X2035 , 39 , 6450748020.552 , 56119154039.52 , 0 , 0 , 56119154039.52 
X2035 , 40 , 11491255654.032 , 67610409693.552 , 0 , 0 , 67610409693.552 
X2035 , 41 , 11491255654.032 , 79101665347.584 , 0 , 0 , 79101665347.584 
X2035 , 42 , 11491255654.032 , 90592921001.616 , 0 , 0 , 90592921001.616 
X2035 , 43 , 11484244515.744 , 102077165517.36 , 0 , 0 , 102077165517.36 
X2035 , 44 , 11484244515.744 , 113561410033.104 , 0 , 0 , 113561410033.104 
X2035 , 45 , 17812297616.256 , 131373707649.36 , 0 , 0 , 131373707649.36 
X2035 , 46 , 17812297616.256 , 149186005265.616 , 0 , 0 , 149186005265.616 
X2035 , 47 , 17812297616.256 , 166998302881.872 , 0 , 0 , 166998302881.872 
X2035 , 48 , 17812297616.256 , 184810600498.128 , 0 , 0 , 184810600498.128 
X2035 , 49 , 17812297616.256 , 202622898114.384 , 0 , 0 , 202622898114.384 
X2035 , 50 , 21474114984.96 , 224097013099.344 , 410283720 , 820567440 , 224917580539.344 
X2035 , 51 , 21474114984.96 , 245571128084.304 , 1084972504 , 2169945008 , 248561640532.304 
X2035 , 52 , 21474114984.96 , 267045243069.264 , 1053061548 , 2106123096 , 272141878613.264 
X2035 , 53 , 21474114984.96 , 288519358054.224 , 1021150592 , 2042301184 , 295658294782.224 
X2035 , 54 , 21474114984.96 , 309993473039.184 , 989239636 , 1978479272 , 319110889039.184 
X2035 , 55 , 18068704959.36 , 328062177998.544 , 957328680 , 1914657360 , 339094251358.544 
X2035 , 56 , 18068704959.36 , 346130882957.904 , 2127258924 , 4254517848 , 361417474165.904 
X2035 , 57 , 18068704959.36 , 364199587917.264 , 2053905168 , 4107810336 , 383593989461.264 
X2035 , 58 , 18068704959.36 , 382268292876.624 , 1980551412 , 3961102824 , 405623797244.624 
X2035 , 59 , 18068704959.36 , 400336997835.984 , 1907197656 , 3814395312 , 427506897515.984 
X2035 , 60 , 11928951001.44 , 412265948837.424 , 1833843900 , 3667687800 , 443103536317.424 
X2035 , 61 , 11928951001.44 , 424194899838.864 , 3275165280 , 6550330560 , 461582817878.864 
X2035 , 62 , 11928951001.44 , 436123850840.304 , 3138700060 , 6277400120 , 479789169000.304 
X2035 , 63 , 11928951001.44 , 448052801841.744 , 3002234840 , 6004469680 , 497722589681.744 
X2035 , 64 , 11928951001.44 , 459981752843.184 , 2865769620 , 5731539240 , 515383079923.184 
X2035 , 65 , 3948272447.328 , 463930025290.512 , 2729304400 , 5458608800 , 524789961170.512 
X2035 , 66 , 3948272447.328 , 467878297737.84 , 2524221744 , 5048443488 , 533786677105.84 
X2035 , 67 , 3948272447.328 , 471826570185.168 , 2391367968 , 4782735936 , 542517685489.168 
X2035 , 68 , 3948272447.328 , 475774842632.496 , 2258514192 , 4517028384 , 550982986320.496 
X2035 , 69 , 3948272447.328 , 479723115079.824 , 2125660416 , 4251320832 , 559182579599.824 
X2035 , 70 , 1472339040.48 , 481195454120.304 , 1992806640 , 3985613280 , 564640531920.304 
X2035 , 71 , 1472339040.48 , 482667793160.784 , 1248257136 , 2496514272 , 568609385232.784 
X2035 , 72 , 1472339040.48 , 484140132201.264 , 1159095912 , 2318191824 , 572399916097.264 
X2035 , 73 , 1472339040.48 , 485612471241.744 , 1069934688 , 2139869376 , 576012124513.744 
X2035 , 74 , 1472339040.48 , 487084810282.224 , 980773464 , 1961546928 , 579446010482.224 
X2035 , 75 , 1472339040.48 , 487084810282.224 , 891612240 , 1783224480 , 581229234962.224 
X2035 , 76 , 1472339040.48 , 487084810282.224 , 572798700 , 1145597400 , 582374832362.224 
X2035 , 77 , 1472339040.48 , 487084810282.224 , 509154400 , 1018308800 , 583393141162.224 
X2035 , 78 , 1472339040.48 , 487084810282.224 , 445510100 , 891020200 , 584284161362.224 
X2035 , 79 , 1472339040.48 , 487084810282.224 , 381865800 , 763731600 , 585047892962.224 
X2035 , 80 , 1472339040.48 , 487084810282.224 , 318221500 , 636443000 , 585684335962.224 
X2035 , 81 , 1472339040.48 , 487084810282.224 , 179269712 , 358539424 , 586042875386.224 
X2035 , 82 , 1472339040.48 , 487084810282.224 , 134452284 , 268904568 , 586311779954.224 
X2035 , 83 , 1472339040.48 , 487084810282.224 , 89634856 , 179269712 , 586491049666.224 
X2035 , 84 , 1472339040.48 , 487084810282.224 , 44817428 , 89634856 , 586580684522.224 
X2035 , 85 , 1472339040.48 , 487084810282.224 , 44817428 , 89634856 , 586670319378.224 
X2035 , 86 , 1472339040.48 , 487084810282.224 , 23148764 , 46297528 , 586716616906.224 
X2035 , 87 , 1472339040.48 , 487084810282.224 , 23148764 , 46297528 , 586762914434.224 
X2035 , 88 , 1472339040.48 , 487084810282.224 , 23148764 , 46297528 , 586809211962.224 
X2035 , 89 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586826973162.224 
X2035 , 90 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586844734362.224 
X2035 , 91 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586862495562.224 
X2035 , 92 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586880256762.224 
X2035 , 93 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586898017962.224 
X2035 , 94 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586915779162.224 
X2035 , 95 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586933540362.224 
X2035 , 96 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586951301562.224 
X2035 , 97 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586969062762.224 
X2035 , 98 , 1472339040.48 , 487084810282.224 , 8880600 , 17761200 , 586986823962.224 
X2035 , 99 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 100 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 101 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 102 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 103 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 104 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 105 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 106 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 107 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 108 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 109 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 110 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 111 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 112 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 113 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 114 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 115 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 116 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 117 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 118 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 119 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 120 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 121 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 122 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 123 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 124 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2035 , 125 , 1472339040.48 , 487084810282.224 , 1006468 , 2012936 , 586988836898.224 
X2036 , 1 , 0 , 0 , 0 , 0 , 0 
X2036 , 2 , 0 , 0 , 0 , 0 , 0 
X2036 , 3 , 0 , 0 , 0 , 0 , 0 
X2036 , 4 , 0 , 0 , 0 , 0 , 0 
X2036 , 5 , 0 , 0 , 0 , 0 , 0 
X2036 , 6 , 0 , 0 , 0 , 0 , 0 
X2036 , 7 , 0 , 0 , 0 , 0 , 0 
X2036 , 8 , 0 , 0 , 0 , 0 , 0 
X2036 , 9 , 0 , 0 , 0 , 0 , 0 
X2036 , 10 , 0 , 0 , 0 , 0 , 0 
X2036 , 11 , 0 , 0 , 0 , 0 , 0 
X2036 , 12 , 0 , 0 , 0 , 0 , 0 
X2036 , 13 , 0 , 0 , 0 , 0 , 0 
X2036 , 14 , 0 , 0 , 0 , 0 , 0 
X2036 , 15 , 0 , 0 , 0 , 0 , 0 
X2036 , 16 , 0 , 0 , 0 , 0 , 0 
X2036 , 17 , 0 , 0 , 0 , 0 , 0 
X2036 , 18 , 0 , 0 , 0 , 0 , 0 
X2036 , 19 , 0 , 0 , 0 , 0 , 0 
X2036 , 20 , 366310582.848 , 366310582.848 , 0 , 0 , 366310582.848 
X2036 , 21 , 366310582.848 , 732621165.696 , 0 , 0 , 732621165.696 
X2036 , 22 , 366310582.848 , 1098931748.544 , 0 , 0 , 1098931748.544 
X2036 , 23 , 366310582.848 , 1465242331.392 , 0 , 0 , 1465242331.392 
X2036 , 24 , 366310582.848 , 1831552914.24 , 0 , 0 , 1831552914.24 
X2036 , 25 , 1280547919.872 , 3112100834.112 , 0 , 0 , 3112100834.112 
X2036 , 26 , 1280547919.872 , 4392648753.984 , 0 , 0 , 4392648753.984 
X2036 , 27 , 1280547919.872 , 5673196673.856 , 0 , 0 , 5673196673.856 
X2036 , 28 , 1280547919.872 , 6953744593.728 , 0 , 0 , 6953744593.728 
X2036 , 29 , 1280547919.872 , 8234292513.6 , 0 , 0 , 8234292513.6 
X2036 , 30 , 3242926042.272 , 11477218555.872 , 0 , 0 , 11477218555.872 
X2036 , 31 , 3242926042.272 , 14720144598.144 , 0 , 0 , 14720144598.144 
X2036 , 32 , 3242926042.272 , 17963070640.416 , 0 , 0 , 17963070640.416 
X2036 , 33 , 3242926042.272 , 21205996682.688 , 0 , 0 , 21205996682.688 
X2036 , 34 , 3242926042.272 , 24448922724.96 , 0 , 0 , 24448922724.96 
X2036 , 35 , 6608468652.192 , 31057391377.152 , 0 , 0 , 31057391377.152 
X2036 , 36 , 6608468652.192 , 37665860029.344 , 0 , 0 , 37665860029.344 
X2036 , 37 , 6608468652.192 , 44274328681.536 , 0 , 0 , 44274328681.536 
X2036 , 38 , 6608468652.192 , 50882797333.728 , 0 , 0 , 50882797333.728 
X2036 , 39 , 6608468652.192 , 57491265985.92 , 0 , 0 , 57491265985.92 
X2036 , 40 , 11772216574.272 , 69263482560.192 , 0 , 0 , 69263482560.192 
X2036 , 41 , 11772216574.272 , 81035699134.464 , 0 , 0 , 81035699134.464 
X2036 , 42 , 11772216574.272 , 92807915708.736 , 0 , 0 , 92807915708.736 
X2036 , 43 , 11765034013.824 , 104572949722.56 , 0 , 0 , 104572949722.56 
X2036 , 44 , 11765034013.824 , 116337983736.384 , 0 , 0 , 116337983736.384 
X2036 , 45 , 18247807858.176 , 134585791594.56 , 0 , 0 , 134585791594.56 
X2036 , 46 , 18247807858.176 , 152833599452.736 , 0 , 0 , 152833599452.736 
X2036 , 47 , 18247807858.176 , 171081407310.912 , 0 , 0 , 171081407310.912 
X2036 , 48 , 18247807858.176 , 189329215169.088 , 0 , 0 , 189329215169.088 
X2036 , 49 , 18247807858.176 , 207577023027.264 , 0 , 0 , 207577023027.264 
X2036 , 50 , 21999156572.16 , 229576179599.424 , 422591400 , 845182800 , 230421362399.424 
X2036 , 51 , 21999156572.16 , 251575336171.584 , 1117519480 , 2235038960 , 254655557931.584 
X2036 , 52 , 21999156572.16 , 273574492743.744 , 1084651260 , 2169302520 , 278824017023.744 
X2036 , 53 , 21999156572.16 , 295573649315.904 , 1051783040 , 2103566080 , 302926739675.904 
X2036 , 54 , 21999156572.16 , 317572805888.064 , 1018914820 , 2037829640 , 326963725888.064 
X2036 , 55 , 18510484354.56 , 336083290242.624 , 986046600 , 1972093200 , 347446303442.624 
X2036 , 56 , 18510484354.56 , 354593774597.184 , 2191072380 , 4382144760 , 370338932557.184 
X2036 , 57 , 18510484354.56 , 373104258951.744 , 2115518160 , 4231036320 , 393080453231.744 
X2036 , 58 , 18510484354.56 , 391614743306.304 , 2039963940 , 4079927880 , 415670865466.304 
X2036 , 59 , 18510484354.56 , 410125227660.864 , 1964409720 , 3928819440 , 438110169260.864 
X2036 , 60 , 12220613562.24 , 422345841223.104 , 1888855500 , 3777711000 , 454108493823.104 
X2036 , 61 , 12220613562.24 , 434566454785.344 , 3373413600 , 6746827200 , 473075934585.344 
X2036 , 62 , 12220613562.24 , 446787068347.584 , 3232854700 , 6465709400 , 491762257547.584 
X2036 , 63 , 12220613562.24 , 459007681909.824 , 3092295800 , 6184591600 , 510167462709.824 
X2036 , 64 , 12220613562.24 , 471228295472.064 , 2951736900 , 5903473800 , 528291550072.064 
X2036 , 65 , 4044807612.288 , 475273103084.352 , 2811178000 , 5622356000 , 537958713684.352 
X2036 , 66 , 4044807612.288 , 479317910696.64 , 2599943280 , 5199886560 , 547203407856.64 
X2036 , 67 , 4044807612.288 , 483362718308.928 , 2463104160 , 4926208320 , 556174423788.928 
X2036 , 68 , 4044807612.288 , 487407525921.216 , 2326265040 , 4652530080 , 564871761481.216 
X2036 , 69 , 4044807612.288 , 491452333533.504 , 2189425920 , 4378851840 , 573295420933.504 
X2036 , 70 , 1508337694.08 , 492960671227.584 , 2052586800 , 4105173600 , 578908932227.584 
X2036 , 71 , 1508337694.08 , 494469008921.664 , 1285702320 , 2571404640 , 582988674561.664 
X2036 , 72 , 1508337694.08 , 495977346615.744 , 1193866440 , 2387732880 , 586884745135.744 
X2036 , 73 , 1508337694.08 , 497485684309.824 , 1102030560 , 2204061120 , 590597143949.824 
X2036 , 74 , 1508337694.08 , 498994022003.904 , 1010194680 , 2020389360 , 594125871003.904 
X2036 , 75 , 1508337694.08 , 498994022003.904 , 918358800 , 1836717600 , 595962588603.904 
X2036 , 76 , 1508337694.08 , 498994022003.904 , 589981500 , 1179963000 , 597142551603.904 
X2036 , 77 , 1508337694.08 , 498994022003.904 , 524428000 , 1048856000 , 598191407603.904 
X2036 , 78 , 1508337694.08 , 498994022003.904 , 458874500 , 917749000 , 599109156603.904 
X2036 , 79 , 1508337694.08 , 498994022003.904 , 393321000 , 786642000 , 599895798603.904 
X2036 , 80 , 1508337694.08 , 498994022003.904 , 327767500 , 655535000 , 600551333603.904 
X2036 , 81 , 1508337694.08 , 498994022003.904 , 184647440 , 369294880 , 600920628483.904 
X2036 , 82 , 1508337694.08 , 498994022003.904 , 138485580 , 276971160 , 601197599643.904 
X2036 , 83 , 1508337694.08 , 498994022003.904 , 92323720 , 184647440 , 601382247083.904 
X2036 , 84 , 1508337694.08 , 498994022003.904 , 46161860 , 92323720 , 601474570803.904 
X2036 , 85 , 1508337694.08 , 498994022003.904 , 46161860 , 92323720 , 601566894523.904 
X2036 , 86 , 1508337694.08 , 498994022003.904 , 23843180 , 47686360 , 601614580883.904 
X2036 , 87 , 1508337694.08 , 498994022003.904 , 23843180 , 47686360 , 601662267243.904 
X2036 , 88 , 1508337694.08 , 498994022003.904 , 23843180 , 47686360 , 601709953603.904 
X2036 , 89 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601728247603.904 
X2036 , 90 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601746541603.904 
X2036 , 91 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601764835603.904 
X2036 , 92 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601783129603.904 
X2036 , 93 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601801423603.904 
X2036 , 94 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601819717603.904 
X2036 , 95 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601838011603.904 
X2036 , 96 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601856305603.904 
X2036 , 97 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601874599603.904 
X2036 , 98 , 1508337694.08 , 498994022003.904 , 9147000 , 18294000 , 601892893603.904 
X2036 , 99 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 100 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 101 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 102 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 103 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 104 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 105 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 106 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 107 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 108 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 109 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 110 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 111 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
X2036 , 112 , 1508337694.08 , 498994022003.904 , 1036660 , 2073320 , 601894966923.904 
